id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesXY;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;num_pdl;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;horaires;raccordement
FR*V75*EPX17*19*5;En service;17e Arrondissement;FR*V75*PPX17*19;FRV75PPX1719;Paris | Rue Brémontier 19;;7;2024-11-08;Accès libre;19 Rue Brémontier 75017 Paris;48.884953, 2.3035011;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7548769800334;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17195;2021-12-14T15:17:16+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*16*1;En service;17e Arrondissement;FR*V75*PPX17*16;FRV75PPX1716;Paris | Rue Navier 47;;7;2024-11-08;Accès libre;47 Rue Navier 75017 Paris;48.895756, 2.3242009;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7570188035673;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17161;2021-11-23T17:22:37+01:00;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;24/7;
FR*V75*EPX16*27*3;En service;16e Arrondissement;FR*V75*PPX16*27;FRV75PPX1627;Paris | Avenue Victor Hugo 180;;6;2024-11-08;Accès libre;180 Avenue Victor Hugo 75016 Paris;48.865818, 2.2762194;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7499421028268;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16273;2021-11-16T17:11:31+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*24*3;En service;16e Arrondissement;FR*V75*PPX16*24;FRV75PPX1624;Paris | Avenue Raymond Poincaré 51;;6;2024-11-08;Accès libre;51 Avenue Raymond Poincaré 75016 Paris;48.86697, 2.2858796;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7466135934174;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16243;2021-11-09T11:54:52+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*24*2;En service;16e Arrondissement;FR*V75*PPX16*24;FRV75PPX1624;Paris | Avenue Raymond Poincaré 51;;6;2024-11-08;Accès libre;51 Avenue Raymond Poincaré 75016 Paris;48.86697, 2.2858796;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7466135934174;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16242;2021-11-09T11:54:46+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX15*31*6;En service;15e Arrondissement;FR*V75*PPX15*31;FRV75PPX1531;Paris | Rue Sébastien Mercier 44;;6;2024-11-08;Accès libre;44 Rue Sébastien Mercier 75015 Paris;48.84391, 2.279693;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7427496280840;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15316;2021-11-03T10:06:39+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX15*29*2;En service;15e Arrondissement;FR*V75*PPX15*29;FRV75PPX1529;Paris | Avenue de Suffren 78;;5;2024-11-08;Accès libre;78 Avenue de Suffren 75015 Paris;48.851833, 2.2997985;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7414471679418;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15292;2021-11-03T10:15:23+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX14*10*4;En service;14e Arrondissement;FR*V75*PPX14*10;FRV75PPX1410;Paris | Rue Henri Barbusse 66;;6;2024-11-08;Accès libre;66 Rue Henri Barbusse 75014 Paris;48.83912, 2.337229;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7399276317463;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14104;2021-10-26T16:05:43+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*16*1;En service;13e Arrondissement;FR*V75*PPX13*16;FRV75PPX1316;Paris | Rue de Tolbiac 147;;6;2025-01-14;Accès libre;147 Rue de Tolbiac 75013 Paris;48.826084, 2.358049;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7339218430546;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13161;2021-11-03T11:00:45+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*17*3;En service;13e Arrondissement;FR*V75*PPX13*17;FRV75PPX1317;Paris | Rue de Tolbiac 41;;6;2024-11-08;Accès libre;41 Rue de Tolbiac 75013 Paris;48.827972, 2.372195;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7370622193009;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13173;2021-12-08T10:15:24+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*15*1;En service;13e Arrondissement;FR*V75*PPX13*15;FRV75PPX1315;Paris | Rue de Tolbiac 245;;6;2024-11-08;Accès libre;245 Rue de Tolbiac 75013 Paris;48.826233, 2.34245;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7320694552131;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13151;2022-06-17T09:58:39+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX12*12*3;En service;12e Arrondissement;FR*V75*PPX12*12;FRV75PPX1212;Paris | Rue des Pirogues de Bercy 44;;7;2024-11-08;Accès libre;44 Rue des Pirogues de Bercy 75012 Paris;48.833412, 2.388111;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7253111325677;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12123;2021-10-12T17:28:43+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX09*09*2;En service;09e Arrondissement;FR*V75*PPX09*09;FRV75PPX0909;Paris | Rue la Fayette 56;;6;2024-11-08;Accès libre;56 Rue la Fayette 75009 Paris;48.875465, 2.342083;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7115484728636;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09092;2022-08-19T15:00:25+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX08*17*3;En service;08e Arrondissement;FR*V75*PPX08*17;FRV75PPX0817;Paris | Avenue Matignon 2;;6;2024-11-08;Accès libre;2 Avenue Matignon 75008 Paris;48.87006, 2.312597;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7453400767675;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08173;2021-10-19T17:27:14+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX07*16*3;En service;07e Arrondissement;FR*V75*PPX07*16;FRV75PPX0716;Paris | Rue Jean Nicot 10;;4;2024-11-08;Accès libre;10 Rue jean Nicot 75007 Paris;48.86113, 2.3069868;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7419826238080;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07163;2021-10-19T17:28:47+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX05*12*4;En service;05e Arrondissement;FR*V75*PPX05*12;FRV75PPX0512;Paris | Rue Linnée 18;;7;2024-11-08;Accès libre;18 Rue Linnée 75005 Paris;48.845257, 2.3548336;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7379739414469;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX05124;2021-10-06T17:31:23+02:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;
FR*V75*EPX06*09*4;En service;06e Arrondissement;FR*V75*PPX06*09;FRV75PPX0609;Paris | Rue de Rennes 105;;4;2024-11-08;Accès libre;105 Rue de Rennes 75006 Paris;48.84896, 2.328735;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7373082395725;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06094;2021-11-09T12:00:19+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX04*09*1;En service;Paris centre;FR*V75*PPX04*09;FRV75PPX0409;Paris | Rue Neuve Saint-Pierre 2;;5;2024-11-08;Accès libre;2 Rue Neuve Saint-Pierre 75004 Paris;48.853573, 2.363958;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7165122934011;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04091;2021-10-12T17:46:08+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX04*07*4;En service;Paris centre;FR*V75*PPX04*07;FRV75PPX0407;Paris | Rue du Temple 36;;4;2024-11-08;Accès libre;36 Rue du Temple 75004 Paris;48.85967, 2.3542652;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7183502094550;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04074;2021-10-19T17:14:43+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*14*4;En service;20e Arrondissement;FR*V75*PPX20*14;FRV75PPX2014;Paris | Boulevard Mortier 15;;5;2024-11-08;Accès libre;15 Boulevard Mortier 75020 Paris;48.8657, 2.4087;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7251953583191;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20144;2021-09-29T12:00:34+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX18*08*5;En service;18e Arrondissement;FR*V75*PPX18*08;FRV75PPX1808;Paris | Rue Championnet 28;;6;2024-11-08;Accès libre;28 Rue Championnet 75018 Paris;48.8954, 2.35;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7576989772359;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18085;2021-09-14T17:06:56+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*14*4;En service;17e Arrondissement;FR*V75*PPX17*14;FRV75PPX1714;Paris | Rue Georges Berger 2;;6;2024-11-08;Accès libre;2 Rue Georges Berger 75017 Paris;48.8809, 2.3099;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7576266183410;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17144;2021-09-14T16:48:32+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*14*2;En service;17e Arrondissement;FR*V75*PPX17*14;FRV75PPX1714;Paris | Rue Georges Berger 2;;6;2024-11-08;Accès libre;2 Rue Georges Berger 75017 Paris;48.8809, 2.3099;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7576266183410;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17142;2021-09-14T16:48:24+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*19*4;En service;16e Arrondissement;FR*V75*PPX16*19;FRV75PPX1619;Paris | Avenue Marceau 1;;5;2024-11-08;Accès libre;1 Avenue Marceau 75016 Paris;48.8655, 2.2996;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7467438394460;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16194;2021-09-07T12:31:59+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*07*6;En service;17e Arrondissement;FR*V75*PPX17*07;FRV75PPX1707;Paris | Rue Marguerite Long 11;;6;2024-11-08;Accès libre;11 Rue Marguerite Long 75017 Paris;48.8914, 2.304;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7567583114372;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17076;2021-09-07T11:47:57+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*18*2;En service;16e Arrondissement;FR*V75*PPX16*18;FRV75PPX1618;Paris | Boulevard Murat 157;;6;2024-11-08;Accès libre;157 Boulevard Murat 75016 Paris;48.8379, 2.2628;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7457163429831;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16182;2021-09-07T12:21:31+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*17*3;En service;16e Arrondissement;FR*V75*PPX16*17;FRV75PPX1617;Paris | Boulevard Exelmans 77;;4;2024-11-08;Accès libre;77 Boulevard Exelmans 75016 Paris;48.8433, 2.2595;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7466570087636;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16173;2021-09-07T12:23:38+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*14*6;En service;16e Arrondissement;FR*V75*PPX16*14;FRV75PPX1614;Paris | Avenue Georges Mandel 42 bis;;6;2024-11-08;Accès libre;42 bis Avenue Georges Mandel 75016 Paris;48.864, 2.2806;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7465846498526;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16146;2021-09-01T02:00:00+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*13*3;En service;16e Arrondissement;FR*V75*PPX16*13;FRV75PPX1613;Paris |  Avenue de Malakoff 115;;6;2024-11-08;Accès libre;115 Avenue de Malakoff 75016 Paris;48.8735, 2.2843;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7413169218442;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16133;2021-09-14T02:00:00+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX15*23*6;En service;15e Arrondissement;FR*V75*PPX15*23;FRV75PPX1523;Paris | Rue de l'Arrivée 16;;6;2024-11-08;Accès libre;16 Rue de l'Arrivée 75015 Paris;48.8432, 2.3217;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7306946360917;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15236;2021-09-01T09:48:47+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
